NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	IFNA13	interferon alpha 13 [Source:HGNC Symbol;Acc:HGNC:5419]	7	2.6216135025024414	0.041348495	Yes	
row_1	IFNA14	interferon alpha 14 [Source:HGNC Symbol;Acc:HGNC:5420]	8	2.6216135025024414	0.09639562	Yes	
row_2	IFNA16	interferon alpha 16 [Source:HGNC Symbol;Acc:HGNC:5421]	10	2.6216135025024414	0.1494858	Yes	
row_3	IFNA17	interferon alpha 17 [Source:HGNC Symbol;Acc:HGNC:5422]	11	2.6216135025024414	0.20453292	Yes	
row_4	IFNA10	interferon alpha 10 [Source:HGNC Symbol;Acc:HGNC:5418]	13	2.6216135025024414	0.2576231	Yes	
row_5	IFNA21	interferon alpha 21 [Source:HGNC Symbol;Acc:HGNC:5424]	14	2.6216135025024414	0.31267023	Yes	
row_6	IFNW1	interferon omega 1 [Source:HGNC Symbol;Acc:HGNC:5448]	15	2.6216135025024414	0.36771736	Yes	
row_7	IFNA5	interferon alpha 5 [Source:HGNC Symbol;Acc:HGNC:5426]	19	2.6216135025024414	0.41689363	Yes	
row_8	IFNA4	interferon alpha 4 [Source:HGNC Symbol;Acc:HGNC:5425]	20	2.6216135025024414	0.47194076	Yes	
row_9	IFNA7	interferon alpha 7 [Source:HGNC Symbol;Acc:HGNC:5428]	21	2.6216135025024414	0.5269879	Yes	
row_10	IFNA6	interferon alpha 6 [Source:HGNC Symbol;Acc:HGNC:5427]	22	2.6216135025024414	0.582035	Yes	
row_11	IFNA1	interferon alpha 1 [Source:HGNC Symbol;Acc:HGNC:5417]	23	2.6216135025024414	0.6370821	Yes	
row_12	IFNA2	interferon alpha 2 [Source:HGNC Symbol;Acc:HGNC:5423]	24	2.6216135025024414	0.69212925	Yes	
row_13	IFNA8	interferon alpha 8 [Source:HGNC Symbol;Acc:HGNC:5429]	25	2.6216135025024414	0.7471764	Yes	
row_14	IFNE	interferon epsilon [Source:HGNC Symbol;Acc:HGNC:18163]	29	2.6216135025024414	0.7963527	Yes	
row_15	RET	ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967]	224	2.122415542602539	0.46127018	No	
row_16	IFNB1	interferon beta 1 [Source:HGNC Symbol;Acc:HGNC:5434]	240	2.1107699871063232	0.4762367	No	
row_17	MAD2L2	mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]	375	2.0551846027374268	0.25715935	No	
row_18	PARK7	Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]	450	2.0123255252838135	0.15459892	No	
