NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	BST1	bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118]	32	2.4968771934509277	-0.019975755	Yes	
row_1	CD38	CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]	34	2.4968771934509277	0.021678705	Yes	
row_2	FGFBP1	fibroblast growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19695]	85	2.2459328174591064	-0.038468555	Yes	
row_3	TNFRSF4	TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918]	101	2.229660749435425	-0.02931773	Yes	
row_4	MIR200B	microRNA 200b [Source:HGNC Symbol;Acc:HGNC:31579]	119	2.229660749435425	-0.024143046	Yes	
row_5	PRKCZ	protein kinase C zeta [Source:HGNC Symbol;Acc:HGNC:9412]	143	2.2213194370269775	-0.03104259	Yes	
row_6	HES5	hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]	171	2.2213194370269775	-0.045894418	Yes	
row_7	KLB	klotho beta [Source:HGNC Symbol;Acc:HGNC:15527]	275	2.1075875759124756	-0.21382758	Yes	
row_8	PRAMEF6	PRAME family member 6 [Source:HGNC Symbol;Acc:HGNC:30583]	309	2.0551846027374268	-0.24351169	Yes	
row_9	PRAMEF5	PRAME family member 5 [Source:HGNC Symbol;Acc:HGNC:27995]	310	2.0551846027374268	-0.20758943	Yes	
row_10	PRAMEF4	PRAME family member 4 [Source:HGNC Symbol;Acc:HGNC:31971]	311	2.0551846027374268	-0.17166717	Yes	
row_11	PRAMEF2	PRAME family member 2 [Source:HGNC Symbol;Acc:HGNC:28841]	313	2.0551846027374268	-0.137733	Yes	
row_12	PRAMEF1	PRAME family member 1 [Source:HGNC Symbol;Acc:HGNC:28840]	314	2.0551846027374268	-0.10181074	Yes	
row_13	MFN2	mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]	315	2.0551846027374268	-0.06588848	Yes	
row_14	PRAMEF8	PRAME family member 8 [Source:HGNC Symbol;Acc:HGNC:24074]	317	2.0551846027374268	-0.031954296	Yes	
row_15	PRAMEF7	PRAME family member 7 [Source:HGNC Symbol;Acc:HGNC:28415]	318	2.0551846027374268	0.003967959	Yes	
row_16	DISP3	dispatched RND transporter family member 3 [Source:HGNC Symbol;Acc:HGNC:29251]	323	2.0551846027374268	0.031937927	Yes	
row_17	PRAMEF20	PRAME family member 20 [Source:HGNC Symbol;Acc:HGNC:25224]	348	2.0551846027374268	0.020146469	Yes	
row_18	PRAMEF25	PRAME family member 25 [Source:HGNC Symbol;Acc:HGNC:49179]	351	2.0551846027374268	0.052092582	Yes	
row_19	PRAMEF11	PRAME family member 11 [Source:HGNC Symbol;Acc:HGNC:14086]	353	2.0551846027374268	0.086026765	Yes	
row_20	PRAMEF10	PRAME family member 10 [Source:HGNC Symbol;Acc:HGNC:27997]	354	2.0551846027374268	0.12194902	Yes	
row_21	PRAMEF17	PRAME family member 17 [Source:HGNC Symbol;Acc:HGNC:29485]	356	2.0551846027374268	0.15588321	Yes	
row_22	PRAMEF19	PRAME family member 19 [Source:HGNC Symbol;Acc:HGNC:24908]	357	2.0551846027374268	0.19180545	Yes	
row_23	PRAMEF12	PRAME family member 12 [Source:HGNC Symbol;Acc:HGNC:22125]	359	2.0551846027374268	0.22573964	Yes	
row_24	PRAMEF14	PRAME family member 14 [Source:HGNC Symbol;Acc:HGNC:13576]	360	2.0551846027374268	0.2616619	Yes	
row_25	PIK3CD	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]"	455	2.0123255252838135	0.10995631	No	
row_26	SLC25A33	solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]	458	2.0123255252838135	0.14115329	No	
