NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CD38	CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]	34	2.4968771934509277	-0.028106987	No	
row_1	TNFRSF18	TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]	109	2.229660749435425	-0.14048333	No	
row_2	MIR200B	microRNA 200b [Source:HGNC Symbol;Acc:HGNC:31579]	119	2.229660749435425	-0.12285969	No	
row_3	ATAD3A	ATPase family AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]	129	2.229660749435425	-0.10523603	No	
row_4	PRKCZ	protein kinase C zeta [Source:HGNC Symbol;Acc:HGNC:9412]	143	2.2213194370269775	-0.095745645	No	
row_5	NKX3-2	NK3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:951]	288	2.084480047225952	-0.35044158	No	
row_6	PRAMEF6	PRAME family member 6 [Source:HGNC Symbol;Acc:HGNC:30583]	309	2.0551846027374268	-0.35760555	Yes	
row_7	PRAMEF5	PRAME family member 5 [Source:HGNC Symbol;Acc:HGNC:27995]	310	2.0551846027374268	-0.32476953	Yes	
row_8	PRAMEF4	PRAME family member 4 [Source:HGNC Symbol;Acc:HGNC:31971]	311	2.0551846027374268	-0.2919335	Yes	
row_9	PRAMEF2	PRAME family member 2 [Source:HGNC Symbol;Acc:HGNC:28841]	313	2.0551846027374268	-0.2610975	Yes	
row_10	PRAMEF1	PRAME family member 1 [Source:HGNC Symbol;Acc:HGNC:28840]	314	2.0551846027374268	-0.22826147	Yes	
row_11	PRAMEF8	PRAME family member 8 [Source:HGNC Symbol;Acc:HGNC:24074]	317	2.0551846027374268	-0.19942544	Yes	
row_12	PRAMEF7	PRAME family member 7 [Source:HGNC Symbol;Acc:HGNC:28415]	318	2.0551846027374268	-0.16658941	Yes	
row_13	DRAXIN	dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]	331	2.0551846027374268	-0.1577534	Yes	
row_14	TNFRSF1B	TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]	336	2.0551846027374268	-0.13291737	Yes	
row_15	PRAMEF20	PRAME family member 20 [Source:HGNC Symbol;Acc:HGNC:25224]	348	2.0551846027374268	-0.12208135	Yes	
row_16	PRAMEF25	PRAME family member 25 [Source:HGNC Symbol;Acc:HGNC:49179]	351	2.0551846027374268	-0.09324533	Yes	
row_17	PRAMEF11	PRAME family member 11 [Source:HGNC Symbol;Acc:HGNC:14086]	353	2.0551846027374268	-0.0624093	Yes	
row_18	PRAMEF10	PRAME family member 10 [Source:HGNC Symbol;Acc:HGNC:27997]	354	2.0551846027374268	-0.029573277	Yes	
row_19	PRAMEF17	PRAME family member 17 [Source:HGNC Symbol;Acc:HGNC:29485]	356	2.0551846027374268	0.001262747	Yes	
row_20	PRAMEF19	PRAME family member 19 [Source:HGNC Symbol;Acc:HGNC:24908]	357	2.0551846027374268	0.03409877	Yes	
row_21	PRAMEF12	PRAME family member 12 [Source:HGNC Symbol;Acc:HGNC:22125]	359	2.0551846027374268	0.0649348	Yes	
row_22	PRAMEF14	PRAME family member 14 [Source:HGNC Symbol;Acc:HGNC:13576]	360	2.0551846027374268	0.09777082	Yes	
row_23	ATP13A2	ATPase cation transporting 13A2 [Source:HGNC Symbol;Acc:HGNC:30213]	389	2.0551846027374268	0.074606836	Yes	
row_24	DOCK8	dedicator of cytokinesis 8 [Source:HGNC Symbol;Acc:HGNC:19191]	390	2.050384044647217	0.10736616	Yes	
row_25	ENO1	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]	440	2.0123255252838135	0.041517414	Yes	
row_26	DFFA	DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772]	442	2.0123255252838135	0.07166867	Yes	
row_27	NMNAT1	nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877]	447	2.0123255252838135	0.09581993	Yes	
row_28	PARK7	Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]	450	2.0123255252838135	0.12397118	Yes	
row_29	NOC2L	NOC2 like nucleolar associated transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:24517]	507	2.0046682357788086	0.04400009	Yes	
