NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	IFNA13	interferon alpha 13 [Source:HGNC Symbol;Acc:HGNC:5419]	7	2.6216135025024414	0.046694864	Yes	
row_1	IFNA14	interferon alpha 14 [Source:HGNC Symbol;Acc:HGNC:5420]	8	2.6216135025024414	0.10703495	Yes	
row_2	IFNA16	interferon alpha 16 [Source:HGNC Symbol;Acc:HGNC:5421]	10	2.6216135025024414	0.16542572	Yes	
row_3	IFNA17	interferon alpha 17 [Source:HGNC Symbol;Acc:HGNC:5422]	11	2.6216135025024414	0.22576581	Yes	
row_4	IFNA10	interferon alpha 10 [Source:HGNC Symbol;Acc:HGNC:5418]	13	2.6216135025024414	0.2841566	Yes	
row_5	IFNA21	interferon alpha 21 [Source:HGNC Symbol;Acc:HGNC:5424]	14	2.6216135025024414	0.34449667	Yes	
row_6	IFNW1	interferon omega 1 [Source:HGNC Symbol;Acc:HGNC:5448]	15	2.6216135025024414	0.40483674	Yes	
row_7	IFNA5	interferon alpha 5 [Source:HGNC Symbol;Acc:HGNC:5426]	19	2.6216135025024414	0.4593289	Yes	
row_8	IFNA4	interferon alpha 4 [Source:HGNC Symbol;Acc:HGNC:5425]	20	2.6216135025024414	0.519669	Yes	
row_9	IFNA7	interferon alpha 7 [Source:HGNC Symbol;Acc:HGNC:5428]	21	2.6216135025024414	0.58000904	Yes	
row_10	IFNA6	interferon alpha 6 [Source:HGNC Symbol;Acc:HGNC:5427]	22	2.6216135025024414	0.64034915	Yes	
row_11	IFNA1	interferon alpha 1 [Source:HGNC Symbol;Acc:HGNC:5417]	23	2.6216135025024414	0.70068926	Yes	
row_12	IFNA2	interferon alpha 2 [Source:HGNC Symbol;Acc:HGNC:5423]	24	2.6216135025024414	0.7610293	Yes	
row_13	IFNA8	interferon alpha 8 [Source:HGNC Symbol;Acc:HGNC:5429]	25	2.6216135025024414	0.8213694	Yes	
row_14	IFNE	interferon epsilon [Source:HGNC Symbol;Acc:HGNC:18163]	29	2.6216135025024414	0.8758615	Yes	
row_15	IFNB1	interferon beta 1 [Source:HGNC Symbol;Acc:HGNC:5434]	240	2.1107699871063232	0.5150871	No	
row_16	PIK3CD	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]"	455	2.0123255252838135	0.14424962	No	
