NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	BST1	bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118]	32	2.4968771934509277	-0.038375914	No	
row_1	CD38	CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]	34	2.4968771934509277	-0.013096795	No	
row_2	CHD5	chromodomain helicase DNA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16816]	55	2.382443428039551	-0.028084721	No	
row_3	NFIB	nuclear factor I B [Source:HGNC Symbol;Acc:HGNC:7785]	74	2.281874656677246	-0.040066764	No	
row_4	CER1	"cerberus 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:1862]"	77	2.281874656677246	-0.019194597	No	
row_5	FGFBP1	fibroblast growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19695]	85	2.2459328174591064	-0.008982815	No	
row_6	TNFRSF4	TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918]	101	2.229660749435425	-0.015376263	No	
row_7	MIR200B	microRNA 200b [Source:HGNC Symbol;Acc:HGNC:31579]	119	2.229660749435425	-0.025876489	No	
row_8	PRKCZ	protein kinase C zeta [Source:HGNC Symbol;Acc:HGNC:9412]	143	2.2213194370269775	-0.04878835	No	
row_9	SKI	SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]	149	2.2213194370269775	-0.034739226	No	
row_10	TNFRSF14	TNF receptor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11912]	154	2.2213194370269775	-0.018636715	No	
row_11	TP73	tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]	160	2.2213194370269775	-0.0045875907	No	
row_12	HES5	hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]	171	2.2213194370269775	-8.0540706E-4	No	
row_13	PMP22	peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118]	179	2.1987686157226562	0.008890085	No	
row_14	KLB	klotho beta [Source:HGNC Symbol;Acc:HGNC:15527]	275	2.1075875759124756	-0.16311072	No	
row_15	PHOX2B	paired like homeobox 2B [Source:HGNC Symbol;Acc:HGNC:9143]	281	2.1075875759124756	-0.15030657	No	
row_16	PRAMEF6	PRAME family member 6 [Source:HGNC Symbol;Acc:HGNC:30583]	309	2.0551846027374268	-0.1832506	Yes	
row_17	PRAMEF5	PRAME family member 5 [Source:HGNC Symbol;Acc:HGNC:27995]	310	2.0551846027374268	-0.16075318	Yes	
row_18	PRAMEF4	PRAME family member 4 [Source:HGNC Symbol;Acc:HGNC:31971]	311	2.0551846027374268	-0.13825573	Yes	
