sample_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
TCGA-DX-A6YV-01A-12D-A350-01	44.6019	18.2857	4.8629	4.1485	0.0	19.193	2.4292	0.0	17.9031	6.1547	25.5049	4.7675	2.44	3.2398	0.0	2.106	34.0553	0.0	8.6925	1.1451	9.5407	0.0
TCGA-DX-A6YX-01A-11D-A416-01	16.349	3.2119	11.4061	0.0	2.0039	3.3226	18.6553	98.4016	0.0	0.8505	18.7258	17.262	0.0	5.1388	7.4216	0.0	10.7672	6.5644	0.0	6.1531	0.0	2.6609
TCGA-DX-AB2S-01A-11D-A38Y-01	58.5159	0.0	0.0	0.0	0.0	0.5959	2.6184	0.8963	0.0	0.0	0.0	256.7048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.791700000000001
TCGA-DX-A6YR-01A-33D-A350-01	11.1701	5.243	2.5563	21.7455	10.3901	16.8568	28.4004	19.3472	26.2685	16.7954	47.9123	2.5748	27.7866	3.9252	1.3076	0.0	8.8384	8.8525	36.387	15.9273	45.2221	15.486
TCGA-DX-AB2L-01A-32D-A416-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.295	0.0	0.0	0.0	0.0	0.0	1.8185	0.0	0.0	0.0	1.1156	0.8831	0.0
TCGA-DX-A8BG-01A-12D-A416-01	43.4111	25.6416	1.4547	3.9532	0.9704	5.1631	7.7983	1.3133	5.6701	0.0	4.2689	1.3624	4.0341	20.6311	22.4966	7.9275	11.531	26.004	7.6208	2.4889	1.1635	0.0
TCGA-DX-A6YQ-01A-12D-A33D-01	20.2981	11.5465	9.2286	15.8018	6.5887	25.8266	7.2044	0.6212	4.842	0.0	5.0179	11.0023	0.0	0.9102	0.0	2.5923	32.4254	0.0	19.967	29.2649	0.395	6.7256
TCGA-DX-AB32-01A-11D-A416-01	3.3203	2.4205	129.5924	11.1183	7.09	13.4856	5.7918	2.2222	2.5425	2.7478	1.8978	7.7867	1.6624	0.0	0.0	4.5806	0.5158	5.9965	9.5717	1.0967	0.0	2.3772
TCGA-X6-A8C3-01A-11D-A36I-01	0.7317	5.1292	4.5478	2.1645	2.377	0.945	19.2026	13.5841	6.9901	0.3025	26.3667	14.1228	1.17	1.3518	3.4725	0.6999	3.5863	8.3866	7.0018	7.9642	0.0	2.9456
TCGA-DX-A6YT-01A-21D-A350-01	23.0853	0.0	12.971	12.4476	8.7806	8.2637	10.2437	7.3328	24.9088	9.8472	8.8294	12.6428	0.0	21.7298	16.8717	2.6102	47.3126	0.0	5.9174	2.9951	3.6039	1.0689
